timestamp, temperature.gpu, temperature.memory, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], clocks_event_reasons.active
2026/05/02 15:13:33.122, 77, N/A, 87.54 W, 97 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:33.622, 78, N/A, 87.29 W, 97 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:34.125, 78, N/A, 87.90 W, 96 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:34.632, 78, N/A, 100.13 W, 95 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:35.142, 78, N/A, 87.41 W, 96 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:35.642, 78, N/A, 87.49 W, 96 %, 34 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:36.152, 78, N/A, 87.48 W, 97 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:36.662, 78, N/A, 88.23 W, 96 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:37.162, 79, N/A, 87.86 W, 97 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:37.672, 79, N/A, 88.53 W, 97 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:38.182, 79, N/A, 88.56 W, 97 %, 32 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:38.682, 79, N/A, 88.47 W, 97 %, 31 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:39.190, 79, N/A, 89.01 W, 97 %, 31 %, 2056 MiB, 0x0000000000000000
2026/05/02 15:13:39.692, 79, N/A, 86.73 W, 97 %, 28 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:40.202, 79, N/A, 86.73 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:40.712, 79, N/A, 85.52 W, 97 %, 26 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:41.222, 79, N/A, 86.25 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:41.723, 79, N/A, 85.72 W, 97 %, 26 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:42.233, 80, N/A, 86.84 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:42.733, 79, N/A, 87.64 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:43.243, 79, N/A, 85.89 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:43.753, 80, N/A, 86.12 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:44.259, 79, N/A, 85.74 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:44.763, 79, N/A, 86.28 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:45.273, 80, N/A, 85.94 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:45.783, 80, N/A, 86.39 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:46.283, 80, N/A, 86.08 W, 97 %, 27 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:46.793, 79, N/A, 86.05 W, 97 %, 26 %, 2060 MiB, 0x0000000000000000
2026/05/02 15:13:47.303, 79, N/A, 84.79 W, 98 %, 31 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:47.813, 79, N/A, 84.91 W, 97 %, 31 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:48.313, 79, N/A, 84.66 W, 97 %, 31 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:48.823, 79, N/A, 85.02 W, 97 %, 31 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:49.333, 79, N/A, 84.99 W, 97 %, 31 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:49.843, 80, N/A, 84.68 W, 97 %, 33 %, 2058 MiB, 0x0000000000000000
2026/05/02 15:13:50.353, 80, N/A, 82.94 W, 98 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:50.863, 79, N/A, 85.02 W, 97 %, 32 %, 2064 MiB, 0x0000000000000000
2026/05/02 15:13:51.363, 79, N/A, 85.38 W, 97 %, 33 %, 2064 MiB, 0x0000000000000000
2026/05/02 15:13:51.873, 80, N/A, 85.50 W, 97 %, 34 %, 2064 MiB, 0x0000000000000000
2026/05/02 15:13:52.383, 80, N/A, 85.86 W, 98 %, 34 %, 2064 MiB, 0x0000000000000000
2026/05/02 15:13:52.893, 80, N/A, 86.15 W, 97 %, 33 %, 2064 MiB, 0x0000000000000000
2026/05/02 15:13:53.403, 80, N/A, 86.30 W, 98 %, 34 %, 2064 MiB, 0x0000000000000000
2026/05/02 15:13:53.903, 80, N/A, 86.32 W, 97 %, 33 %, 2064 MiB, 0x0000000000000000
2026/05/02 15:13:54.413, 80, N/A, 86.85 W, 98 %, 34 %, 2064 MiB, 0x0000000000000000
2026/05/02 15:13:54.923, 80, N/A, 87.05 W, 98 %, 34 %, 2064 MiB, 0x0000000000000000
2026/05/02 15:13:55.430, 80, N/A, 86.55 W, 97 %, 34 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:55.933, 80, N/A, 89.22 W, 97 %, 33 %, 2066 MiB, 0x0000000000000000
2026/05/02 15:13:56.434, 80, N/A, 86.17 W, 97 %, 33 %, 2066 MiB, 0x0000000000000000
