timestamp, temperature.gpu, temperature.memory, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], clocks_event_reasons.active
2026/05/02 14:29:38.592, 82, N/A, 88.89 W, 91 %, 21 %, 913 MiB, 0x0000000000000000
2026/05/02 14:29:39.092, 82, N/A, 87.16 W, 91 %, 21 %, 913 MiB, 0x0000000000000000
2026/05/02 14:29:39.602, 83, N/A, 87.12 W, 91 %, 21 %, 913 MiB, 0x0000000000000000
2026/05/02 14:29:40.112, 83, N/A, 88.00 W, 91 %, 22 %, 913 MiB, 0x0000000000000000
2026/05/02 14:29:40.612, 83, N/A, 87.75 W, 91 %, 22 %, 913 MiB, 0x0000000000000000
2026/05/02 14:29:41.124, 83, N/A, 87.92 W, 91 %, 23 %, 913 MiB, 0x0000000000000000
2026/05/02 14:29:41.640, 83, N/A, 89.97 W, 87 %, 26 %, 909 MiB, 0x0000000000000000
2026/05/02 14:29:42.151, 83, N/A, 91.74 W, 89 %, 28 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:42.666, 82, N/A, 85.72 W, 91 %, 29 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:43.180, 83, N/A, 87.08 W, 90 %, 30 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:43.681, 82, N/A, 86.45 W, 87 %, 30 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:44.193, 83, N/A, 86.90 W, 91 %, 33 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:44.708, 83, N/A, 90.31 W, 92 %, 35 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:45.209, 83, N/A, 86.58 W, 92 %, 35 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:45.712, 83, N/A, 90.30 W, 91 %, 35 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:46.213, 83, N/A, 89.57 W, 92 %, 35 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:46.713, 83, N/A, 88.68 W, 91 %, 34 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:47.223, 83, N/A, 89.30 W, 92 %, 35 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:47.733, 83, N/A, 89.44 W, 91 %, 34 %, 909 MiB, 0x0000000000000004
