timestamp, temperature.gpu, temperature.memory, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], clocks_event_reasons.active
2026/05/02 14:59:47.678, 78, N/A, 90.06 W, 97 %, 35 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:48.189, 78, N/A, 90.47 W, 97 %, 35 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:48.698, 78, N/A, 90.06 W, 97 %, 34 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:49.199, 79, N/A, 89.55 W, 97 %, 35 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:49.708, 78, N/A, 89.76 W, 97 %, 35 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:50.219, 79, N/A, 90.04 W, 97 %, 34 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:50.729, 79, N/A, 90.18 W, 97 %, 35 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:51.229, 79, N/A, 90.07 W, 97 %, 35 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:51.738, 78, N/A, 90.01 W, 90 %, 33 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:52.239, 79, N/A, 90.24 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:52.749, 79, N/A, 90.42 W, 97 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:53.259, 79, N/A, 90.81 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:53.769, 79, N/A, 90.45 W, 96 %, 37 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:54.279, 79, N/A, 90.24 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:54.789, 79, N/A, 90.04 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:55.289, 79, N/A, 89.50 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:55.799, 79, N/A, 89.35 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:56.309, 80, N/A, 88.98 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:56.819, 79, N/A, 91.76 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:57.329, 80, N/A, 89.58 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:57.839, 80, N/A, 89.85 W, 96 %, 35 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:58.339, 80, N/A, 89.82 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:58.849, 79, N/A, 89.65 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:59.352, 80, N/A, 89.51 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 14:59:59.859, 81, N/A, 89.90 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:00.369, 81, N/A, 90.41 W, 96 %, 37 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:00.880, 81, N/A, 90.99 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:01.383, 80, N/A, 91.20 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:01.890, 81, N/A, 91.38 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:02.393, 81, N/A, 91.20 W, 96 %, 35 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:02.900, 81, N/A, 90.60 W, 96 %, 34 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:03.403, 80, N/A, 85.56 W, 93 %, 29 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:03.910, 81, N/A, 88.54 W, 95 %, 29 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:04.420, 81, N/A, 88.95 W, 96 %, 30 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:04.930, 81, N/A, 88.76 W, 96 %, 29 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:05.430, 81, N/A, 89.22 W, 96 %, 30 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:05.940, 81, N/A, 88.35 W, 95 %, 29 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:06.450, 81, N/A, 88.45 W, 95 %, 29 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:06.960, 81, N/A, 88.50 W, 95 %, 29 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:07.465, 81, N/A, 88.38 W, 95 %, 29 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:07.970, 81, N/A, 88.40 W, 96 %, 30 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:08.475, 81, N/A, 88.52 W, 95 %, 30 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:08.980, 81, N/A, 90.04 W, 95 %, 30 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:09.480, 81, N/A, 86.74 W, 96 %, 29 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:09.990, 81, N/A, 88.64 W, 96 %, 29 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:10.500, 81, N/A, 88.50 W, 96 %, 36 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:11.010, 82, N/A, 88.51 W, 96 %, 37 %, 1953 MiB, 0x0000000000000000
