timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu, clocks.current.graphics [MHz], clocks.current.memory [MHz],,,,,,
24:30.8, NVIDIA GeForce RTX 4060 Laptop GPU,91%,22%, 792 MiB, 8188 MiB,86.16,85, 2385 MHz, 8001 MHz,,,,,,
24:31.8, NVIDIA GeForce RTX 4060 Laptop GPU,90%,22%, 792 MiB, 8188 MiB,88.81,86, 2400 MHz, 8001 MHz,,,,,,
24:32.8, NVIDIA GeForce RTX 4060 Laptop GPU,87%,22%, 792 MiB, 8188 MiB,90.37,86, 2445 MHz, 8001 MHz,,,,,,
24:33.8, NVIDIA GeForce RTX 4060 Laptop GPU,90%,23%, 792 MiB, 8188 MiB,89.76,86, 2415 MHz, 8001 MHz,,,,,,
24:34.8, NVIDIA GeForce RTX 4060 Laptop GPU,90%,18%, 796 MiB, 8188 MiB,88.62,86, 2475 MHz, 8001 MHz,,,,,,
24:35.8, NVIDIA GeForce RTX 4060 Laptop GPU,89%,19%, 796 MiB, 8188 MiB,89.8,86, 2475 MHz, 8001 MHz,,,,,,
24:36.8, NVIDIA GeForce RTX 4060 Laptop GPU,90%,19%, 796 MiB, 8188 MiB,89.62,86, 2475 MHz, 8001 MHz,,,,,,
24:37.8, NVIDIA GeForce RTX 4060 Laptop GPU,90%,19%, 796 MiB, 8188 MiB,89.87,86, 2475 MHz, 8001 MHz,,,,,,
24:38.9, NVIDIA GeForce RTX 4060 Laptop GPU,90%,19%, 796 MiB, 8188 MiB,90.11,86, 2475 MHz, 8001 MHz,,,,,,
24:39.9, NVIDIA GeForce RTX 4060 Laptop GPU,90%,20%, 796 MiB, 8188 MiB,90.2,86, 2475 MHz, 8001 MHz,,,,,,
24:40.9, NVIDIA GeForce RTX 4060 Laptop GPU,90%,20%, 796 MiB, 8188 MiB,90.49,86, 2475 MHz, 8001 MHz,,,,,,
24:41.9, NVIDIA GeForce RTX 4060 Laptop GPU,89%,22%, 796 MiB, 8188 MiB,90.12,86, 2475 MHz, 8001 MHz,,,,,,
24:42.9, NVIDIA GeForce RTX 4060 Laptop GPU,90%,22%, 796 MiB, 8188 MiB,91.74,86, 2475 MHz, 8001 MHz,,,,,,
24:43.9, NVIDIA GeForce RTX 4060 Laptop GPU,89%,22%, 796 MiB, 8188 MiB,90.87,87, 2475 MHz, 8001 MHz,,,,,,
24:44.9, NVIDIA GeForce RTX 4060 Laptop GPU,90%,21%, 796 MiB, 8188 MiB,90.69,86, 2475 MHz, 8001 MHz,,,,,,
24:45.9, NVIDIA GeForce RTX 4060 Laptop GPU,90%,22%, 813 MiB, 8188 MiB,93.19,86, 2475 MHz, 8001 MHz,,,,,,
24:46.9, NVIDIA GeForce RTX 4060 Laptop GPU,89%,20%, 791 MiB, 8188 MiB,87.95,86, 2385 MHz, 8001 MHz,,,,,,
24:47.9, NVIDIA GeForce RTX 4060 Laptop GPU,89%,20%, 791 MiB, 8188 MiB,87.86,86, 2400 MHz, 8001 MHz,,,,,,
24:48.9, NVIDIA GeForce RTX 4060 Laptop GPU,89%,21%, 791 MiB, 8188 MiB,87.76,86, 2400 MHz, 8001 MHz,,,,,,
24:49.9, NVIDIA GeForce RTX 4060 Laptop GPU,89%,22%, 785 MiB, 8188 MiB,87.64,86, 2400 MHz, 8001 MHz,,,,,,
24:50.9, NVIDIA GeForce RTX 4060 Laptop GPU,89%,23%, 785 MiB, 8188 MiB,92,87, 2445 MHz, 8001 MHz,,,,,,
24:52.0, NVIDIA GeForce RTX 4060 Laptop GPU,90%,23%, 791 MiB, 8188 MiB,94.88,87, 2445 MHz, 8001 MHz,,,,,,
24:53.0, NVIDIA GeForce RTX 4060 Laptop GPU,89%,24%, 791 MiB, 8188 MiB,92.14,87, 2445 MHz, 8001 MHz,,,,,,
24:54.0, NVIDIA GeForce RTX 4060 Laptop GPU,89%,24%, 791 MiB, 8188 MiB,92.4,87, 2445 MHz, 8001 MHz,,,,,,
24:55.0, NVIDIA GeForce RTX 4060 Laptop GPU,89%,23%, 791 MiB, 8188 MiB,88.96,86, 2415 MHz, 8001 MHz,,,,,,
24:56.0, NVIDIA GeForce RTX 4060 Laptop GPU,89%,22%, 791 MiB, 8188 MiB,89.88,86, 2385 MHz, 8001 MHz,,,,,,
24:57.0, NVIDIA GeForce RTX 4060 Laptop GPU,90%,22%, 791 MiB, 8188 MiB,88.27,86, 2385 MHz, 8001 MHz,,,,,,
24:58.0, NVIDIA GeForce RTX 4060 Laptop GPU,91%,27%, 792 MiB, 8188 MiB,88.96,86, 2385 MHz, 8001 MHz,,,,,,
24:59.0, NVIDIA GeForce RTX 4060 Laptop GPU,88%,24%, 792 MiB, 8188 MiB,91.3,87, 2460 MHz, 8001 MHz,,,,,,
25:00.0, NVIDIA GeForce RTX 4060 Laptop GPU,85%,23%, 792 MiB, 8188 MiB,88.32,86, 2445 MHz, 8001 MHz,,,,,,
25:01.0, NVIDIA GeForce RTX 4060 Laptop GPU,86%,24%, 786 MiB, 8188 MiB,87.44,86, 2415 MHz, 8001 MHz,,,,,,
25:02.0, NVIDIA GeForce RTX 4060 Laptop GPU,83%,20%, 786 MiB, 8188 MiB,85.84,86, 2430 MHz, 8001 MHz,,,,,,
25:03.0, NVIDIA GeForce RTX 4060 Laptop GPU,74%,16%, 786 MiB, 8188 MiB,78.56,84, 2475 MHz, 8001 MHz,,,,,,
25:04.0, NVIDIA GeForce RTX 4060 Laptop GPU,75%,16%, 786 MiB, 8188 MiB,75.12,84, 2475 MHz, 8001 MHz,,,,,,
25:05.0, NVIDIA GeForce RTX 4060 Laptop GPU,79%,16%, 782 MiB, 8188 MiB,77.99,84, 2475 MHz, 8001 MHz,,,,,,
25:06.0, NVIDIA GeForce RTX 4060 Laptop GPU,82%,16%, 782 MiB, 8188 MiB,82.92,85, 2475 MHz, 8001 MHz,,,,,,
25:07.0, NVIDIA GeForce RTX 4060 Laptop GPU,88%,17%, 782 MiB, 8188 MiB,83.13,86, 2415 MHz, 8001 MHz,,,,,,
25:08.1, NVIDIA GeForce RTX 4060 Laptop GPU,88%,16%, 782 MiB, 8188 MiB,84.79,86, 2415 MHz, 8001 MHz,,,,,,
25:09.1, NVIDIA GeForce RTX 4060 Laptop GPU,75%,18%, 783 MiB, 8188 MiB,86.26,86, 2475 MHz, 8001 MHz,,,,,,
25:10.1, NVIDIA GeForce RTX 4060 Laptop GPU,55%,13%, 783 MiB, 8188 MiB,83.93,86, 2475 MHz, 8001 MHz,,,,,,
25:11.1, NVIDIA GeForce RTX 4060 Laptop GPU,79%,19%, 783 MiB, 8188 MiB,84.63,86, 2415 MHz, 8001 MHz,,,,,,
25:12.1, NVIDIA GeForce RTX 4060 Laptop GPU,81%,22%, 783 MiB, 8188 MiB,84.67,86, 2400 MHz, 8001 MHz,,,,,,
25:13.1, NVIDIA GeForce RTX 4060 Laptop GPU,64%,19%, 783 MiB, 8188 MiB,65.06,86, 2475 MHz, 8001 MHz,,,,,,
25:14.1, NVIDIA GeForce RTX 4060 Laptop GPU,90%,27%, 823 MiB, 8188 MiB,82.15,86, 2280 MHz, 8001 MHz,,,,,,
25:15.1, NVIDIA GeForce RTX 4060 Laptop GPU,84%,13%, 823 MiB, 8188 MiB,75.68,84, 2475 MHz, 8001 MHz,,,,,,
25:16.1, NVIDIA GeForce RTX 4060 Laptop GPU,79%,12%, 823 MiB, 8188 MiB,73.75,84, 2475 MHz, 8001 MHz,,,,,,
25:17.1, NVIDIA GeForce RTX 4060 Laptop GPU,82%,12%, 823 MiB, 8188 MiB,74.34,84, 2475 MHz, 8001 MHz,,,,,,
25:18.1, NVIDIA GeForce RTX 4060 Laptop GPU,83%,13%, 823 MiB, 8188 MiB,76.36,84, 2475 MHz, 8001 MHz,,,,,,
25:19.1, NVIDIA GeForce RTX 4060 Laptop GPU,84%,13%, 823 MiB, 8188 MiB,77.72,85, 2475 MHz, 8001 MHz,,,,,,
25:20.1, NVIDIA GeForce RTX 4060 Laptop GPU,85%,13%, 823 MiB, 8188 MiB,78.35,85, 2475 MHz, 8001 MHz,,,,,,
25:21.1, NVIDIA GeForce RTX 4060 Laptop GPU,83%,13%, 823 MiB, 8188 MiB,77.55,84, 2475 MHz, 8001 MHz,,,,,,
25:22.2, NVIDIA GeForce RTX 4060 Laptop GPU,68%,12%, 806 MiB, 8188 MiB,73.4,81, 2475 MHz, 8001 MHz,,,,,,
25:23.2, NVIDIA GeForce RTX 4060 Laptop GPU,81%,28%, 806 MiB, 8188 MiB,77.01,85, 2415 MHz, 8001 MHz,,,,,,
25:24.2, NVIDIA GeForce RTX 4060 Laptop GPU,74%,16%, 806 MiB, 8188 MiB,82.27,84, 2475 MHz, 8001 MHz,,,,,,
25:25.2, NVIDIA GeForce RTX 4060 Laptop GPU,60%,11%, 806 MiB, 8188 MiB,68.21,83, 2475 MHz, 8001 MHz,,,,,,
25:26.2, NVIDIA GeForce RTX 4060 Laptop GPU,90%,21%, 811 MiB, 8188 MiB,88.42,85, 2415 MHz, 8001 MHz,,,,,,
25:27.2, NVIDIA GeForce RTX 4060 Laptop GPU,91%,22%, 811 MiB, 8188 MiB,84.54,86, 2415 MHz, 8001 MHz,,,,,,
25:28.2, NVIDIA GeForce RTX 4060 Laptop GPU,91%,22%, 811 MiB, 8188 MiB,84.62,85, 2430 MHz, 8001 MHz,,,,,,
25:29.2, NVIDIA GeForce RTX 4060 Laptop GPU,91%,23%, 811 MiB, 8188 MiB,88.2,86, 2445 MHz, 8001 MHz,,,,,,
25:30.2, NVIDIA GeForce RTX 4060 Laptop GPU,90%,23%, 811 MiB, 8188 MiB,87.19,87, 2400 MHz, 8001 MHz,,,,,,
25:31.2, NVIDIA GeForce RTX 4060 Laptop GPU,90%,28%, 806 MiB, 8188 MiB,86.9,87, 2400 MHz, 8001 MHz,,,,,,
25:32.2, NVIDIA GeForce RTX 4060 Laptop GPU,88%,29%, 806 MiB, 8188 MiB,83.99,85, 2400 MHz, 8001 MHz,,,,,,
25:33.2, NVIDIA GeForce RTX 4060 Laptop GPU,89%,29%, 806 MiB, 8188 MiB,84.9,86, 2355 MHz, 8001 MHz,,,,,,
25:34.2, NVIDIA GeForce RTX 4060 Laptop GPU,91%,30%, 806 MiB, 8188 MiB,86.28,86, 2355 MHz, 8001 MHz,,,,,,
25:35.2, NVIDIA GeForce RTX 4060 Laptop GPU,90%,30%, 806 MiB, 8188 MiB,90.71,86, 2355 MHz, 8001 MHz,,,,,,
25:36.3, NVIDIA GeForce RTX 4060 Laptop GPU,90%,30%, 806 MiB, 8188 MiB,89.41,87, 2415 MHz, 8001 MHz,,,,,,
25:37.3, NVIDIA GeForce RTX 4060 Laptop GPU,89%,24%, 806 MiB, 8188 MiB,89.17,87, 2415 MHz, 8001 MHz,,,,,,
25:38.3, NVIDIA GeForce RTX 4060 Laptop GPU,90%,22%, 811 MiB, 8188 MiB,88.32,87, 2475 MHz, 8001 MHz,,,,,,
25:39.3, NVIDIA GeForce RTX 4060 Laptop GPU,91%,24%, 811 MiB, 8188 MiB,89.3,87, 2445 MHz, 8001 MHz,,,,,,
25:40.3, NVIDIA GeForce RTX 4060 Laptop GPU,91%,24%, 811 MiB, 8188 MiB,90,87, 2430 MHz, 8001 MHz,,,,,,
25:41.3, NVIDIA GeForce RTX 4060 Laptop GPU,90%,23%, 811 MiB, 8188 MiB,89.39,87, 2445 MHz, 8001 MHz,,,,,,
25:42.3, NVIDIA GeForce RTX 4060 Laptop GPU,89%,18%, 811 MiB, 8188 MiB,87.59,86, 2475 MHz, 8001 MHz,,,,,,
25:43.3, NVIDIA GeForce RTX 4060 Laptop GPU,88%,18%, 806 MiB, 8188 MiB,87.73,87, 2460 MHz, 8001 MHz,,,,,,
25:44.3, NVIDIA GeForce RTX 4060 Laptop GPU,90%,22%, 806 MiB, 8188 MiB,88.46,86, 2415 MHz, 8001 MHz,,,,,,
25:45.3, NVIDIA GeForce RTX 4060 Laptop GPU,89%,23%, 806 MiB, 8188 MiB,88.01,86, 2415 MHz, 8001 MHz,,,,,,
25:46.3, NVIDIA GeForce RTX 4060 Laptop GPU,90%,25%, 806 MiB, 8188 MiB,88.11,86, 2400 MHz, 8001 MHz,,,,,,
25:47.3, NVIDIA GeForce RTX 4060 Laptop GPU,90%,28%, 806 MiB, 8188 MiB,88.95,86, 2385 MHz, 8001 MHz,,,,,,
25:48.3, NVIDIA GeForce RTX 4060 Laptop GPU,83%,25%, 812 MiB, 8188 MiB,89.09,86, 2415 MHz, 8001 MHz,,,,,,
25:49.3, NVIDIA GeForce RTX 4060 Laptop GPU,80%,18%, 812 MiB, 8188 MiB,80.05,85, 2475 MHz, 8001 MHz,,,,,,
25:50.4, NVIDIA GeForce RTX 4060 Laptop GPU,80%,18%, 812 MiB, 8188 MiB,81.31,85, 2475 MHz, 8001 MHz,,,,,,
25:51.4, NVIDIA GeForce RTX 4060 Laptop GPU,82%,19%, 812 MiB, 8188 MiB,82.45,85, 2475 MHz, 8001 MHz,,,,,,
25:52.4, NVIDIA GeForce RTX 4060 Laptop GPU,81%,20%, 812 MiB, 8188 MiB,81.93,85, 2475 MHz, 8001 MHz,,,,,,
25:53.4, NVIDIA GeForce RTX 4060 Laptop GPU,81%,21%, 812 MiB, 8188 MiB,82.91,86, 2475 MHz, 8001 MHz,,,,,,
25:54.4, NVIDIA GeForce RTX 4060 Laptop GPU,84%,22%, 812 MiB, 8188 MiB,84.31,86, 2445 MHz, 8001 MHz,,,,,,
25:55.4, NVIDIA GeForce RTX 4060 Laptop GPU,86%,22%, 812 MiB, 8188 MiB,85.94,86, 2430 MHz, 8001 MHz,,,,,,
25:56.4, NVIDIA GeForce RTX 4060 Laptop GPU,89%,22%, 812 MiB, 8188 MiB,86.03,86, 2385 MHz, 8001 MHz,,,,,,
25:57.4, NVIDIA GeForce RTX 4060 Laptop GPU,90%,23%, 812 MiB, 8188 MiB,87.91,87, 2415 MHz, 8001 MHz,,,,,,
25:58.4, NVIDIA GeForce RTX 4060 Laptop GPU,88%,22%, 812 MiB, 8188 MiB,87.41,87, 2430 MHz, 8001 MHz,,,,,,
25:59.4, NVIDIA GeForce RTX 4060 Laptop GPU,87%,21%, 812 MiB, 8188 MiB,86.03,85, 2475 MHz, 8001 MHz,,,,,,
26:00.4, NVIDIA GeForce RTX 4060 Laptop GPU,87%,22%, 812 MiB, 8188 MiB,84.66,86, 2325 MHz, 8001 MHz,,,,,,
26:01.4, NVIDIA GeForce RTX 4060 Laptop GPU,76%,19%, 812 MiB, 8188 MiB,81.66,85, 2475 MHz, 8001 MHz,,,,,,
26:02.4, NVIDIA GeForce RTX 4060 Laptop GPU,66%,17%, 801 MiB, 8188 MiB,73.65,84, 2475 MHz, 8001 MHz,,,,,,
26:03.5, NVIDIA GeForce RTX 4060 Laptop GPU,65%,16%, 796 MiB, 8188 MiB,74.77,84, 2475 MHz, 8001 MHz,,,,,,
26:04.5, NVIDIA GeForce RTX 4060 Laptop GPU,68%,17%, 796 MiB, 8188 MiB,78.65,85, 2460 MHz, 8001 MHz,,,,,,
26:05.5, NVIDIA GeForce RTX 4060 Laptop GPU,68%,20%, 796 MiB, 8188 MiB,68.94,85, 2475 MHz, 8001 MHz,,,,,,
26:06.5, NVIDIA GeForce RTX 4060 Laptop GPU,68%,20%, 796 MiB, 8188 MiB,83.17,86, 2475 MHz, 8001 MHz,,,,,,
26:07.5, NVIDIA GeForce RTX 4060 Laptop GPU,67%,20%, 796 MiB, 8188 MiB,81.72,85, 2475 MHz, 8001 MHz,,,,,,
26:08.5, NVIDIA GeForce RTX 4060 Laptop GPU,68%,20%, 796 MiB, 8188 MiB,83.12,86, 2475 MHz, 8001 MHz,,,,,,
26:09.5, NVIDIA GeForce RTX 4060 Laptop GPU,61%,18%, 796 MiB, 8188 MiB,80.8,85, 2475 MHz, 8001 MHz,,,,,,
26:10.5, NVIDIA GeForce RTX 4060 Laptop GPU,64%,19%, 796 MiB, 8188 MiB,80.66,85, 2475 MHz, 8001 MHz,,,,,,
26:11.5, NVIDIA GeForce RTX 4060 Laptop GPU,76%,21%, 801 MiB, 8188 MiB,82.97,86, 2475 MHz, 8001 MHz,,,,,,
26:12.5, NVIDIA GeForce RTX 4060 Laptop GPU,89%,25%, 817 MiB, 8188 MiB,86.18,86, 2385 MHz, 8001 MHz,,,,,,
26:13.5, NVIDIA GeForce RTX 4060 Laptop GPU,91%,25%, 817 MiB, 8188 MiB,84.53,86, 2355 MHz, 8001 MHz,,,,,,
26:14.5, NVIDIA GeForce RTX 4060 Laptop GPU,90%,25%, 817 MiB, 8188 MiB,86.88,86, 2355 MHz, 8001 MHz,,,,,,
26:15.5, NVIDIA GeForce RTX 4060 Laptop GPU,91%,25%, 817 MiB, 8188 MiB,85.36,86, 2355 MHz, 8001 MHz,,,,,,
26:16.5, NVIDIA GeForce RTX 4060 Laptop GPU,91%,25%, 819 MiB, 8188 MiB,82.86,87, 2415 MHz, 8001 MHz,,,,,,
26:17.5, NVIDIA GeForce RTX 4060 Laptop GPU,91%,23%, 819 MiB, 8188 MiB,86.61,87, 2400 MHz, 8001 MHz,,,,,,
26:18.5, NVIDIA GeForce RTX 4060 Laptop GPU,92%,26%, 819 MiB, 8188 MiB,85.95,86, 2385 MHz, 8001 MHz,,,,,,
26:19.5, NVIDIA GeForce RTX 4060 Laptop GPU,92%,24%, 819 MiB, 8188 MiB,86.79,87, 2400 MHz, 8001 MHz,,,,,,
26:20.6, NVIDIA GeForce RTX 4060 Laptop GPU,91%,27%, 819 MiB, 8188 MiB,86.75,86, 2385 MHz, 8001 MHz,,,,,,
26:21.6, NVIDIA GeForce RTX 4060 Laptop GPU,19%,13%, 674 MiB, 8188 MiB,39.94,78, 2475 MHz, 8001 MHz,,,,,,
26:22.6, NVIDIA GeForce RTX 4060 Laptop GPU,22%,16%, 674 MiB, 8188 MiB,38.6,77, 2475 MHz, 7001 MHz,,,,,,
26:23.6, NVIDIA GeForce RTX 4060 Laptop GPU,33%,16%, 674 MiB, 8188 MiB,27.17,74, 1695 MHz, 8001 MHz,,,,,,
26:24.6, NVIDIA GeForce RTX 4060 Laptop GPU,36%,19%, 674 MiB, 8188 MiB,24.41,73, 1560 MHz, 7001 MHz,,,,,,
26:25.6, NVIDIA GeForce RTX 4060 Laptop GPU,35%,17%, 674 MiB, 8188 MiB,23.25,72, 1485 MHz, 7001 MHz,,,,,,
26:26.6, NVIDIA GeForce RTX 4060 Laptop GPU,5%,0%, 482 MiB, 8188 MiB,20.67,71, 1380 MHz, 7001 MHz,,,,,,
26:27.6, NVIDIA GeForce RTX 4060 Laptop GPU,8%,1%, 482 MiB, 8188 MiB,12.8,70, 945 MHz, 6001 MHz,,,,,,
26:28.6, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 489 MiB, 8188 MiB,11.89,69, 615 MHz, 6001 MHz,,,,,,
26:29.6, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 493 MiB, 8188 MiB,12.13,69, 405 MHz, 6001 MHz,,,,,,
26:30.6, NVIDIA GeForce RTX 4060 Laptop GPU,3%,0%, 335 MiB, 8188 MiB,8.16,68, 270 MHz, 810 MHz,,,,,,
26:31.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,5.05,68, 210 MHz, 405 MHz,,,,,,
26:32.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,5.01,67, 210 MHz, 405 MHz,,,,,,
26:33.7, NVIDIA GeForce RTX 4060 Laptop GPU,3%,0%, 335 MiB, 8188 MiB,5.02,67, 210 MHz, 405 MHz,,,,,,
26:34.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.64,66, 210 MHz, 405 MHz,,,,,,
26:35.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.7,66, 210 MHz, 405 MHz,,,,,,
26:36.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.55,65, 210 MHz, 405 MHz,,,,,,
26:37.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.62,65, 210 MHz, 405 MHz,,,,,,
26:38.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.6,65, 210 MHz, 405 MHz,,,,,,
26:39.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.46,64, 210 MHz, 405 MHz,,,,,,
26:40.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.64,64, 210 MHz, 405 MHz,,,,,,
26:41.7, NVIDIA GeForce RTX 4060 Laptop GPU,3%,0%, 335 MiB, 8188 MiB,4.68,63, 210 MHz, 405 MHz,,,,,,
26:42.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.8,63, 210 MHz, 405 MHz,,,,,,
26:43.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.64,62, 210 MHz, 405 MHz,,,,,,
26:44.7, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.61,62, 210 MHz, 405 MHz,,,,,,
26:45.8, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.58,62, 210 MHz, 405 MHz,,,,,,
26:46.8, NVIDIA GeForce RTX 4060 Laptop GPU,3%,0%, 335 MiB, 8188 MiB,4.57,61, 210 MHz, 405 MHz,,,,,,
26:47.8, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.61,61, 210 MHz, 405 MHz,,,,,,
26:48.8, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.57,61, 210 MHz, 405 MHz,,,,,,
26:49.8, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.51,60, 210 MHz, 405 MHz,,,,,,
26:50.8, NVIDIA GeForce RTX 4060 Laptop GPU,0%,0%, 335 MiB, 8188 MiB,4.48,60, 210 MHz, 405 MHz,,,,,,
26:51.8, NVIDIA GeForce RTX 4060 Laptop GPU,3%,0%, 335 MiB, 8188 MiB,4.48,60, 210 MHz, 405 MHz,,,,,,
