timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu,y, clocks.current.memory [MHz],,
24:35.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.94,60,2490, 8001 MHz,,
24:36.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.73,60,2490, 8001 MHz,,
24:37.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.74,61,2490, 8001 MHz,,
24:38.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.71,59,2490, 8001 MHz,,
24:39.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.77,60,2490, 8001 MHz,,
24:40.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.78,60,2490, 8001 MHz,,
24:41.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.04,59,2490, 8001 MHz,,
24:42.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,29.78,59,2490, 8001 MHz,,
24:43.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.3,60,2490, 8001 MHz,,
24:44.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,30.33,60,2490, 8001 MHz,,
24:45.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1697 MiB, 8188 MiB,28.48,59,2490, 8001 MHz,,
24:46.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1708 MiB, 8188 MiB,28.08,60,2490, 8001 MHz,,
24:47.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1708 MiB, 8188 MiB,28.48,60,2490, 8001 MHz,,
24:48.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1709 MiB, 8188 MiB,28.31,60,2490, 8001 MHz,,
24:49.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.35,60,2490, 8001 MHz,,
24:50.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.23,60,2490, 8001 MHz,,
24:51.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.46,60,2490, 8001 MHz,,
24:52.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.37,60,2490, 8001 MHz,,
24:53.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.44,60,2490, 8001 MHz,,
24:54.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.93,60,2490, 8001 MHz,,
24:56.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.91,60,2490, 8001 MHz,,
24:57.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.68,60,2490, 8001 MHz,,
24:58.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.71,63,2490, 8001 MHz,,
24:59.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.07,60,2490, 8001 MHz,,
25:00.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.54,60,2490, 8001 MHz,,
25:01.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.45,60,2490, 8001 MHz,,
25:02.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.05,60,2490, 8001 MHz,,
25:03.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.84,60,2490, 8001 MHz,,
25:04.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.67,59,2490, 8001 MHz,,
25:05.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.69,62,2490, 8001 MHz,,
25:06.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.69,60,2490, 8001 MHz,,
25:07.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.94,60,2490, 8001 MHz,,
25:08.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.9,60,2490, 8001 MHz,,
25:09.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.9,59,2490, 8001 MHz,,
25:10.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.92,59,2490, 8001 MHz,,
25:11.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.88,59,2490, 8001 MHz,,
25:12.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.67,59,2490, 8001 MHz,,
25:13.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.69,60,2490, 8001 MHz,,
25:14.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.94,59,2490, 8001 MHz,,
25:15.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.91,59,2490, 8001 MHz,,
25:16.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.66,60,2490, 8001 MHz,,
25:17.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.67,59,2490, 8001 MHz,,
25:18.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.68,59,2490, 8001 MHz,,
25:19.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.66,59,2490, 8001 MHz,,
25:20.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.65,59,2490, 8001 MHz,,
25:21.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,31.48,60,2490, 8001 MHz,,
25:22.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,31.51,60,2490, 8001 MHz,,
25:23.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,31.43,60,2490, 8001 MHz,,
25:24.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.74,59,2490, 8001 MHz,,
25:25.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,31.45,61,2490, 8001 MHz,,
25:26.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,31.33,59,2490, 8001 MHz,,
25:27.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.62,59,2490, 8001 MHz,,
25:28.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.65,59,2490, 8001 MHz,,
25:29.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.36,60,2490, 8001 MHz,,
25:30.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.38,59,2490, 8001 MHz,,
25:31.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.44,59,2490, 8001 MHz,,
25:32.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.63,60,2490, 8001 MHz,,
25:33.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.63,60,2490, 8001 MHz,,
25:34.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.89,59,2490, 8001 MHz,,
25:35.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.86,59,2490, 8001 MHz,,
25:36.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.87,59,2490, 8001 MHz,,
25:37.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.87,59,2490, 8001 MHz,,
25:38.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.87,59,2490, 8001 MHz,,
25:39.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.62,60,2490, 8001 MHz,,
25:40.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.58,59,2490, 8001 MHz,,
25:41.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.31,59,2490, 8001 MHz,,
25:42.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.87,59,2490, 8001 MHz,,
25:43.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.87,59,2490, 8001 MHz,,
25:44.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.63,60,2490, 8001 MHz,,
25:45.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.61,59,2490, 8001 MHz,,
25:46.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.43,59,2490, 8001 MHz,,
25:47.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.94,59,2490, 8001 MHz,,
25:48.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.84,59,2490, 8001 MHz,,
25:49.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.82,59,2490, 8001 MHz,,
25:50.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.82,59,2490, 8001 MHz,,
25:51.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.79,59,2490, 8001 MHz,,
25:52.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.78,59,2490, 8001 MHz,,
25:53.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.7,59,2490, 8001 MHz,,
25:54.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.7,59,2490, 8001 MHz,,
25:55.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.64,59,2490, 8001 MHz,,
25:56.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.65,59,2490, 8001 MHz,,
25:57.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.66,59,2490, 8001 MHz,,
25:58.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.62,59,2490, 8001 MHz,,
25:59.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,38.16,59,2490, 8001 MHz,,
26:00.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1710 MiB, 8188 MiB,36.51,59,2490, 8001 MHz,,
26:01.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1710 MiB, 8188 MiB,30.96,60,2490, 8001 MHz,,
26:02.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1710 MiB, 8188 MiB,30.51,60,2490, 8001 MHz,,
26:03.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1710 MiB, 8188 MiB,30.54,60,2490, 8001 MHz,,
26:04.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1710 MiB, 8188 MiB,30.59,59,2490, 8001 MHz,,
26:05.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.65,59,2490, 8001 MHz,,
26:06.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.86,59,2490, 8001 MHz,,
26:07.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.62,59,2490, 8001 MHz,,
26:08.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.69,59,2490, 8001 MHz,,
26:09.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,31.47,59,2490, 8001 MHz,,
26:10.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,31.37,59,2490, 8001 MHz,,
26:11.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.61,59,2490, 8001 MHz,,
26:12.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.84,59,2490, 8001 MHz,,
26:13.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1710 MiB, 8188 MiB,30.55,60,2490, 8001 MHz,,
26:14.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1710 MiB, 8188 MiB,30.6,59,2490, 8001 MHz,,
26:15.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.58,59,2490, 8001 MHz,,
26:16.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.85,59,2490, 8001 MHz,,
26:17.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.81,59,2490, 8001 MHz,,
26:18.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.78,59,2490, 8001 MHz,,
26:19.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 1710 MiB, 8188 MiB,30.19,59,2490, 8001 MHz,,
26:20.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.76,60,2490, 8001 MHz,,
26:21.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.7,59,2490, 8001 MHz,,
26:22.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
26:23.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.66,59,2490, 8001 MHz,,
26:24.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.65,59,2490, 8001 MHz,,
26:25.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.6,59,2490, 8001 MHz,,
26:26.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.66,59,2490, 8001 MHz,,
26:27.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.68,60,2490, 8001 MHz,,
26:28.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.72,59,2490, 8001 MHz,,
26:29.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.18,59,2490, 8001 MHz,,
26:30.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.22,59,2490, 8001 MHz,,
26:31.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.66,59,2490, 8001 MHz,,
26:32.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.83,59,2490, 8001 MHz,,
26:33.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.83,59,2490, 8001 MHz,,
26:34.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.84,59,2490, 8001 MHz,,
26:35.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.8,59,2490, 8001 MHz,,
26:36.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.82,61,2490, 8001 MHz,,
26:37.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.06,60,2490, 8001 MHz,,
26:38.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.77,62,2490, 8001 MHz,,
26:39.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.76,59,2490, 8001 MHz,,
26:40.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.41,59,2490, 8001 MHz,,
26:41.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.92,59,2490, 8001 MHz,,
26:42.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.72,59,2490, 8001 MHz,,
26:43.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.71,59,2490, 8001 MHz,,
26:44.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
26:45.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
26:46.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
26:47.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
26:48.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.64,59,2490, 8001 MHz,,
26:49.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.64,59,2490, 8001 MHz,,
26:50.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
26:51.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.66,59,2490, 8001 MHz,,
26:52.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.62,59,2490, 8001 MHz,,
26:53.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.6,59,2490, 8001 MHz,,
26:54.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.84,58,2490, 8001 MHz,,
26:55.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.54,59,2490, 8001 MHz,,
26:56.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.09,60,2490, 8001 MHz,,
26:57.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.12,59,2490, 8001 MHz,,
26:58.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,35.99,59,2490, 8001 MHz,,
26:59.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.02,59,2490, 8001 MHz,,
27:00.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,32.1,59,2490, 8001 MHz,,
27:01.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.09,59,2490, 8001 MHz,,
27:02.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.82,60,2490, 8001 MHz,,
27:03.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.53,59,2490, 8001 MHz,,
27:04.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.79,59,2490, 8001 MHz,,
27:05.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.52,59,2490, 8001 MHz,,
27:06.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.8,58,2490, 8001 MHz,,
27:07.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.5,59,2490, 8001 MHz,,
27:08.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.76,58,2490, 8001 MHz,,
27:09.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.48,59,2490, 8001 MHz,,
27:10.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.73,58,2490, 8001 MHz,,
27:11.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.45,59,2490, 8001 MHz,,
27:12.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.45,58,2490, 8001 MHz,,
27:13.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.7,58,2490, 8001 MHz,,
27:14.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.45,58,2490, 8001 MHz,,
27:15.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.69,58,2490, 8001 MHz,,
27:16.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.38,59,2490, 8001 MHz,,
27:17.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.66,58,2490, 8001 MHz,,
27:18.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.38,59,2490, 8001 MHz,,
27:19.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.68,58,2490, 8001 MHz,,
27:20.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.41,58,2490, 8001 MHz,,
27:21.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.42,58,2490, 8001 MHz,,
27:22.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.39,58,2490, 8001 MHz,,
27:23.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,27.89,58,2490, 8001 MHz,,
27:24.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.84,58,2490, 8001 MHz,,
27:25.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.37,59,2490, 8001 MHz,,
27:26.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.77,58,2490, 8001 MHz,,
27:27.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.37,58,2490, 8001 MHz,,
27:28.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,27.57,58,2490, 8001 MHz,,
27:29.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.01,59,2490, 8001 MHz,,
27:30.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,27.94,58,2490, 8001 MHz,,
27:31.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.56,59,2490, 8001 MHz,,
27:32.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.69,58,2490, 8001 MHz,,
27:33.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.41,58,2490, 8001 MHz,,
27:34.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.44,58,2490, 8001 MHz,,
27:35.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.69,58,2490, 8001 MHz,,
27:36.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.41,59,2490, 8001 MHz,,
27:37.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.67,58,2490, 8001 MHz,,
27:38.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.43,58,2490, 8001 MHz,,
27:40.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,28.75,58,2490, 8001 MHz,,
27:41.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.41,58,2490, 8001 MHz,,
27:42.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.47,58,2490, 8001 MHz,,
27:43.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.47,58,2490, 8001 MHz,,
27:44.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,29.46,58,2490, 8001 MHz,,
27:45.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,30.23,58,2490, 8001 MHz,,
27:46.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,31.76,59,2490, 8001 MHz,,
27:47.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,37.51,60,2490, 8001 MHz,,
27:48.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,32.74,62,2490, 8001 MHz,,
27:49.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 1710 MiB, 8188 MiB,31.06,59,2490, 8001 MHz,,
