timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu,y, clocks.current.memory [MHz],,
40:53.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.85,59,2490, 8001 MHz,,
40:54.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.84,60,2490, 8001 MHz,,
40:55.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.34,59,2490, 8001 MHz,,
40:56.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.02,59,2490, 8001 MHz,,
40:57.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30,59,2490, 8001 MHz,,
40:58.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.86,59,2490, 8001 MHz,,
40:59.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.75,59,2490, 8001 MHz,,
41:00.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.74,59,2490, 8001 MHz,,
41:01.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,59,2490, 8001 MHz,,
41:02.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.71,59,2490, 8001 MHz,,
41:03.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
41:04.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.6,59,2490, 8001 MHz,,
41:05.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,59,2490, 8001 MHz,,
41:06.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,61,2490, 8001 MHz,,
41:07.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.13,59,2490, 8001 MHz,,
41:08.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,59,2490, 8001 MHz,,
41:09.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,60,2490, 8001 MHz,,
41:10.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.12,59,2490, 8001 MHz,,
41:11.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,59,2490, 8001 MHz,,
41:12.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.66,60,2490, 8001 MHz,,
41:13.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.25,60,2490, 8001 MHz,,
41:14.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,59,2490, 8001 MHz,,
41:15.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.65,60,2490, 8001 MHz,,
41:16.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.16,60,2490, 8001 MHz,,
41:17.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,60,2490, 8001 MHz,,
41:18.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.64,60,2490, 8001 MHz,,
41:19.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.17,60,2490, 8001 MHz,,
41:20.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,60,2490, 8001 MHz,,
41:21.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.65,60,2490, 8001 MHz,,
41:22.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.2,60,2490, 8001 MHz,,
41:23.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.64,60,2490, 8001 MHz,,
41:24.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.64,60,2490, 8001 MHz,,
41:25.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,44.36,60,2490, 8001 MHz,,
41:26.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.11,60,2490, 8001 MHz,,
41:27.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.12,60,2490, 8001 MHz,,
41:28.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.19,61,2490, 8001 MHz,,
41:29.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.46,60,2490, 8001 MHz,,
41:30.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.25,60,2490, 8001 MHz,,
41:31.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.96,60,2490, 8001 MHz,,
41:32.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.41,59,2490, 8001 MHz,,
41:33.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
41:34.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,60,2490, 8001 MHz,,
41:35.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.13,59,2490, 8001 MHz,,
41:36.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.58,60,2490, 8001 MHz,,
41:37.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,60,2490, 8001 MHz,,
41:38.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.17,60,2490, 8001 MHz,,
41:39.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.6,60,2490, 8001 MHz,,
41:40.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.56,60,2490, 8001 MHz,,
41:41.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,36.24,60,2490, 8001 MHz,,
41:42.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.42,59,2490, 8001 MHz,,
41:43.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.73,59,2490, 8001 MHz,,
41:44.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,60,2490, 8001 MHz,,
41:45.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.15,60,2490, 8001 MHz,,
41:46.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.66,60,2490, 8001 MHz,,
41:48.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.66,60,2490, 8001 MHz,,
41:49.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.18,60,2490, 8001 MHz,,
41:50.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.64,60,2490, 8001 MHz,,
41:51.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,60,2490, 8001 MHz,,
41:52.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.41,60,2490, 8001 MHz,,
41:53.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.73,60,2490, 8001 MHz,,
41:54.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.91,60,2490, 8001 MHz,,
41:55.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.71,60,2490, 8001 MHz,,
41:56.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,60,2490, 8001 MHz,,
41:57.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.24,60,2490, 8001 MHz,,
41:58.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.51,60,2490, 8001 MHz,,
41:59.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.59,60,2490, 8001 MHz,,
42:00.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.52,60,2490, 8001 MHz,,
42:01.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.34,62,2490, 8001 MHz,,
42:02.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.73,60,2490, 8001 MHz,,
42:03.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.77,60,2490, 8001 MHz,,
42:04.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.8,60,2490, 8001 MHz,,
42:05.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.78,60,2490, 8001 MHz,,
42:06.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.45,60,2490, 8001 MHz,,
42:07.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.79,60,2490, 8001 MHz,,
42:08.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.76,60,2490, 8001 MHz,,
42:09.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.77,60,2490, 8001 MHz,,
42:10.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.3,60,2490, 8001 MHz,,
42:11.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.77,60,2490, 8001 MHz,,
42:12.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,60,2490, 8001 MHz,,
42:13.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,60,2490, 8001 MHz,,
42:14.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.26,60,2490, 8001 MHz,,
42:15.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.74,60,2490, 8001 MHz,,
42:16.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.7,60,2490, 8001 MHz,,
42:17.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.71,60,2490, 8001 MHz,,
42:18.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.23,60,2490, 8001 MHz,,
42:19.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.72,60,2490, 8001 MHz,,
42:20.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.85,60,2490, 8001 MHz,,
42:21.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,30,61,2490, 8001 MHz,,
42:22.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.74,60,2490, 8001 MHz,,
42:23.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,60,2490, 8001 MHz,,
42:24.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.9,60,2490, 8001 MHz,,
42:25.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,30.02,60,2490, 8001 MHz,,
42:26.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.73,60,2490, 8001 MHz,,
42:27.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.76,60,2490, 8001 MHz,,
42:28.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.33,60,2490, 8001 MHz,,
42:29.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.19,60,2490, 8001 MHz,,
42:30.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.75,60,2490, 8001 MHz,,
42:31.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.42,60,2490, 8001 MHz,,
42:32.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.3,60,2490, 8001 MHz,,
42:33.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.75,60,2490, 8001 MHz,,
42:34.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.35,62,2490, 8001 MHz,,
42:35.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.97,60,2490, 8001 MHz,,
42:36.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.8,60,2490, 8001 MHz,,
42:37.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.76,60,2490, 8001 MHz,,
42:38.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.76,60,2490, 8001 MHz,,
42:39.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.77,60,2490, 8001 MHz,,
42:40.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.79,60,2490, 8001 MHz,,
42:41.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.77,60,2490, 8001 MHz,,
42:42.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,60,2490, 8001 MHz,,
42:43.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.29,60,2490, 8001 MHz,,
42:44.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.73,60,2490, 8001 MHz,,
42:45.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.74,60,2490, 8001 MHz,,
42:46.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.82,60,2490, 8001 MHz,,
42:47.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 2255 MiB, 8188 MiB,28.61,64,2490, 8001 MHz,,
42:48.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
42:49.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.72,59,2490, 8001 MHz,,
42:50.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.73,59,2490, 8001 MHz,,
42:51.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.79,60,2490, 8001 MHz,,
42:52.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.65,59,2490, 8001 MHz,,
42:53.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
42:54.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
42:55.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
42:56.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.65,61,2490, 8001 MHz,,
42:57.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.66,59,2490, 8001 MHz,,
42:58.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.73,59,2490, 8001 MHz,,
42:59.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.17,59,2490, 8001 MHz,,
43:00.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,32.48,60,2490, 8001 MHz,,
43:01.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.21,59,2490, 8001 MHz,,
43:02.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.64,59,2490, 8001 MHz,,
43:03.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.47,59,2490, 8001 MHz,,
43:04.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.99,59,2490, 8001 MHz,,
43:05.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 2255 MiB, 8188 MiB,29.92,62,2490, 8001 MHz,,
43:06.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.24,59,2490, 8001 MHz,,
43:07.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
43:08.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
43:09.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
43:10.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.22,59,2490, 8001 MHz,,
43:11.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
43:12.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
43:13.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.72,59,2490, 8001 MHz,,
43:14.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.72,64,2490, 8001 MHz,,
43:15.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
43:16.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.93,59,2490, 8001 MHz,,
43:17.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.84,59,2490, 8001 MHz,,
43:18.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.74,60,2490, 8001 MHz,,
43:19.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.48,59,2490, 8001 MHz,,
43:20.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
43:21.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
43:22.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
43:23.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.64,59,2490, 8001 MHz,,
43:24.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
43:25.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
43:26.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.7,59,2490, 8001 MHz,,
43:27.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,60,2490, 8001 MHz,,
43:28.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.21,59,2490, 8001 MHz,,
43:29.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.05,59,2490, 8001 MHz,,
43:30.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.02,60,2490, 8001 MHz,,
43:31.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.2,59,2490, 8001 MHz,,
43:32.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.76,60,2490, 8001 MHz,,
43:33.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,60,2490, 8001 MHz,,
43:34.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.28,60,2490, 8001 MHz,,
43:35.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,59,2490, 8001 MHz,,
43:36.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
43:37.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.71,60,2490, 8001 MHz,,
43:38.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,28.94,59,2490, 8001 MHz,,
43:39.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
43:40.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.74,59,2490, 8001 MHz,,
43:41.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.83,59,2490, 8001 MHz,,
43:42.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.11,61,2490, 8001 MHz,,
43:43.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.24,59,2490, 8001 MHz,,
43:44.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
43:45.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.66,59,2490, 8001 MHz,,
43:46.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,60,2490, 8001 MHz,,
43:47.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.22,59,2490, 8001 MHz,,
43:48.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.88,59,2490, 8001 MHz,,
43:49.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.73,59,2490, 8001 MHz,,
43:50.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.65,59,2490, 8001 MHz,,
43:51.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 2255 MiB, 8188 MiB,29.64,62,2490, 8001 MHz,,
43:52.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.83,59,2490, 8001 MHz,,
43:53.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.85,59,2490, 8001 MHz,,
43:54.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,59,2490, 8001 MHz,,
43:55.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.62,59,2490, 8001 MHz,,
43:56.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.14,59,2490, 8001 MHz,,
43:57.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.57,59,2490, 8001 MHz,,
43:58.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,27.86,59,2490, 8001 MHz,,
43:59.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.08,59,2490, 8001 MHz,,
44:00.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,48.16,61,2490, 8001 MHz,,
44:01.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,27.98,59,2490, 8001 MHz,,
44:02.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.56,59,2490, 8001 MHz,,
44:03.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.2,59,2490, 8001 MHz,,
44:04.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.11,59,2490, 8001 MHz,,
44:05.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.73,59,2490, 8001 MHz,,
44:06.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.6,59,2490, 8001 MHz,,
