timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.graphics [MHz], clocks.current.memory [MHz], clocks_event_reasons.active
2026/05/01 14:24:05.720, NVIDIA GeForce RTX 4060 Laptop GPU, 100 %, 35 %, 1484 MiB, 74.98 W, 65, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:06.223, NVIDIA GeForce RTX 4060 Laptop GPU, 97 %, 33 %, 2375 MiB, 74.76 W, 60, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:06.726, NVIDIA GeForce RTX 4060 Laptop GPU, 100 %, 36 %, 2365 MiB, 72.94 W, 66, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:07.229, NVIDIA GeForce RTX 4060 Laptop GPU, 100 %, 35 %, 2348 MiB, 73.33 W, 65, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:07.733, NVIDIA GeForce RTX 4060 Laptop GPU, 100 %, 35 %, 2336 MiB, 75.33 W, 65, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:08.239, NVIDIA GeForce RTX 4060 Laptop GPU, 100 %, 35 %, 2297 MiB, 75.07 W, 67, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:08.743, NVIDIA GeForce RTX 4060 Laptop GPU, 100 %, 35 %, 2412 MiB, 75.18 W, 66, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:09.246, NVIDIA GeForce RTX 4060 Laptop GPU, 100 %, 34 %, 2164 MiB, 72.94 W, 67, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:09.754, NVIDIA GeForce RTX 4060 Laptop GPU, 99 %, 32 %, 128 MiB, 70.29 W, 66, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:10.262, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 130 MiB, 59.77 W, 57, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:10.771, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 229 MiB, 38.11 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:11.279, NVIDIA GeForce RTX 4060 Laptop GPU, 6 %, 1 %, 490 MiB, 22.98 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:11.790, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 490 MiB, 22.87 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:24:12.300, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 490 MiB, 21.89 W, 55, 2250 MHz, 8001 MHz, 0x0000000000000001
2026/05/01 14:24:12.806, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 490 MiB, 10.95 W, 54, 450 MHz, 6001 MHz, 0x0000000000000001
