timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.graphics [MHz], clocks.current.memory [MHz], clocks_event_reasons.active
2026/05/01 14:29:37.899, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.02 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:38.401, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.04 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:38.914, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.04 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:39.416, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.04 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:39.918, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.04 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:40.429, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.03 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:40.936, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.03 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:41.447, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.03 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:41.951, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.03 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:42.460, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.03 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:42.963, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.03 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:43.466, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.04 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:43.975, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.04 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:44.480, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.04 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:44.994, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.04 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:45.498, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.04 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:46.008, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.05 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:46.509, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 128 MiB, 2.05 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:47.013, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 130 MiB, 2.02 W, 45, 210 MHz, 405 MHz, 0x0000000000000001
2026/05/01 14:29:47.516, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 130 MiB, 19.16 W, 47, 2250 MHz, 8001 MHz, 0x0000000000000001
2026/05/01 14:29:48.026, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 130 MiB, 19.52 W, 47, 2250 MHz, 8001 MHz, 0x0000000000000001
2026/05/01 14:29:48.526, NVIDIA GeForce RTX 4060 Laptop GPU, 3 %, 0 %, 321 MiB, 19.18 W, 47, 2250 MHz, 8001 MHz, 0x0000000000000001
2026/05/01 14:29:49.028, NVIDIA GeForce RTX 4060 Laptop GPU, 1 %, 0 %, 472 MiB, 19.04 W, 47, 2250 MHz, 8001 MHz, 0x0000000000000001
2026/05/01 14:29:49.538, NVIDIA GeForce RTX 4060 Laptop GPU, 12 %, 1 %, 960 MiB, 16.87 W, 46, 1020 MHz, 8001 MHz, 0x0000000000000001
2026/05/01 14:29:50.039, NVIDIA GeForce RTX 4060 Laptop GPU, 22 %, 6 %, 1439 MiB, 9.33 W, 46, 930 MHz, 810 MHz, 0x0000000000000001
2026/05/01 14:29:50.544, NVIDIA GeForce RTX 4060 Laptop GPU, 40 %, 33 %, 2067 MiB, 10.22 W, 47, 1275 MHz, 6001 MHz, 0x0000000000000001
2026/05/01 14:29:51.046, NVIDIA GeForce RTX 4060 Laptop GPU, 92 %, 44 %, 2134 MiB, 60.39 W, 53, 2505 MHz, 6001 MHz, 0x0000000000000000
2026/05/01 14:29:51.555, NVIDIA GeForce RTX 4060 Laptop GPU, 89 %, 38 %, 2097 MiB, 61.32 W, 55, 2505 MHz, 7001 MHz, 0x0000000000000000
2026/05/01 14:29:52.066, NVIDIA GeForce RTX 4060 Laptop GPU, 87 %, 33 %, 2130 MiB, 63.03 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
